@relation 'cjlt123.txt-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R1-79,81-100,103,107-124,126-127,129-220,222-223,225-270'

@attribute att_80 numeric
@attribute att_101 numeric
@attribute att_102 numeric
@attribute att_104 numeric
@attribute att_105 numeric
@attribute att_106 numeric
@attribute att_125 numeric
@attribute att_128 numeric
@attribute att_221 numeric
@attribute att_224 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}

@data
{0 0.294558,1 -0.209036,2 -0.736405,3 -0.46604,4 -0.950357,5 -0.739862,6 -0.641008,7 0.503705,8 -0.124846,9 -0.166304,10 3}
{0 0.220579,1 -0.180305,2 -0.712375,3 -0.425854,4 -0.948264,5 -0.648031,6 -0.646091,7 0.529353,8 -0.126755,9 -0.167908,10 3}
{0 -0.250008,1 -0.050607,2 -0.724809,3 -0.35362,4 -0.940239,5 -0.515327,6 -0.847847,7 0.764901,8 0.023189,9 -0.056704,10 4}
{0 -0.309137,1 -0.054713,2 -0.845691,3 -0.487051,4 -0.940447,5 -0.710377,6 -0.887535,7 0.828964,8 0.007028,9 -0.082882,10 4}
{0 -0.391323,1 -0.133293,2 -0.850548,3 -0.561945,4 -0.944641,5 -0.735045,6 -0.91675,7 0.877035,8 -0.000017,9 -0.088728,10 4}
{0 -0.312233,1 -0.231742,2 -0.727293,3 -0.465029,4 -0.954425,5 -0.539209,6 -0.899697,7 0.868342,8 0.079238,9 0.02701,10 4}
{0 -0.12573,1 -0.298245,2 -0.727078,3 -0.482667,4 -0.959108,5 -0.544336,6 -0.863232,7 0.802802,8 0.095718,9 0.0098,10 4}
{0 -0.257215,1 -0.251096,2 -0.647616,3 -0.384826,4 -0.95492,5 -0.38062,6 -0.878132,7 0.828256,8 0.136094,9 0.050469,10 4}
{0 -0.314941,1 -0.078291,2 -0.653853,3 -0.306585,4 -0.943451,5 -0.58528,6 -0.866383,7 0.801327,8 0.106749,9 0.027436,10 4}
{0 -0.375878,1 -0.002454,2 -0.657384,3 -0.252476,4 -0.940995,5 -0.532425,6 -0.869904,7 0.806341,8 0.113866,9 0.05748,10 4}
{0 -0.386213,1 0.026408,2 -0.614342,3 -0.192231,4 -0.937997,5 -0.668801,6 -0.862096,7 0.791628,8 0.159356,9 0.089849,10 4}
{0 -0.350622,1 0.031272,2 -0.641442,3 -0.210422,4 -0.938786,5 -0.652729,6 -0.848137,7 0.769072,8 0.101164,9 0.041097,10 4}
{0 -0.35937,1 0.129206,2 -0.63838,3 -0.116823,4 -0.929784,5 -0.583479,6 -0.831235,7 0.736737,8 0.150908,9 0.083748,10 4}
{0 -0.284125,1 0.018126,2 -0.689485,3 -0.262822,4 -0.93767,5 -0.78709,6 -0.834852,7 0.753381,8 0.061244,9 -0.008315,10 4}
{0 -0.234422,1 0.00939,2 -0.677621,3 -0.260514,4 -0.944622,5 -0.411203,6 -0.840692,7 0.753898,8 0.102609,9 0.034018,10 4}
{0 -0.395745,1 0.114141,2 -0.577036,3 -0.085794,4 -0.931982,5 -0.783215,6 -0.834539,7 0.755485,8 0.200231,9 0.142436,10 4}
{0 -0.286544,1 0.059063,2 -0.628709,3 -0.175535,4 -0.935956,5 -0.779197,6 -0.820602,7 0.72421,8 0.103115,9 0.031859,10 4}
{0 -0.264804,1 0.069486,2 -0.505852,3 -0.073433,4 -0.93675,5 -0.766212,6 -0.797084,7 0.710051,8 0.182138,9 0.153293,10 4}
{0 -0.211334,1 -0.021634,2 -0.592026,3 -0.211732,4 -0.938459,5 -0.803734,6 -0.813728,7 0.709504,8 0.096157,9 0.013256,10 4}
{0 -0.288072,1 0.15059,2 -0.564749,3 -0.042454,4 -0.928368,5 -0.79174,6 -0.764734,7 0.637609,8 0.10512,9 0.027021,10 4}
{0 -0.193798,1 0.050825,2 -0.590008,3 -0.152112,4 -0.935321,5 -0.683454,6 -0.794797,7 0.681291,8 0.105999,9 0.042324,10 4}
{0 -0.199423,1 -0.051152,2 -0.616735,3 -0.254339,4 -0.941987,5 -0.683454,6 -0.848103,7 0.77288,8 0.187583,9 0.11129,10 4}
{0 -0.165748,1 0.030709,2 -0.613022,3 -0.187401,4 -0.935108,5 -0.801278,6 -0.800444,7 0.695654,8 0.127384,9 0.051354,10 4}
{0 -0.224833,1 0.093046,2 -0.567801,3 -0.098319,4 -0.934342,5 -0.662553,6 -0.78241,7 0.660952,8 0.091358,9 0.046005,10 4}
{0 -0.281008,1 0.052521,2 -0.678736,3 -0.222407,4 -0.934864,5 -0.687604,6 -0.848824,7 0.773168,8 0.15356,9 0.085973,10 4}
{0 -0.253954,1 -0.006882,2 -0.644704,3 -0.244877,4 -0.937422,5 -0.705607,6 -0.851778,7 0.786775,8 0.161089,9 0.110162,10 4}
{0 -0.2351,1 0.187324,2 -0.661499,3 -0.074047,4 -0.921146,5 -0.633139,6 -0.77148,7 0.643277,8 0.094449,9 0.034488,10 4}
{0 0.031783,1 0.547236,2 -0.970082,3 0.183622,4 -0.899508,5 -1,6 -0.337607,7 0.052108,8 -0.300227,9 -0.365052,10 5}
{0 -0.051622,1 0.550803,2 -0.933451,3 0.209834,4 -0.877973,5 -1,6 -0.3233,7 0.06986,8 -0.327343,9 -0.375557,10 5}
{0 -0.016282,1 0.57376,2 -0.965369,3 0.224335,4 -0.880102,5 -1,6 -0.293178,7 0.036442,8 -0.32146,9 -0.361842,10 5}
{0 -0.099466,1 0.642767,2 -0.952272,3 0.330097,4 -0.885462,5 -1,6 -0.141714,7 -0.190869,8 -0.498447,9 -0.540874,10 5}
{0 0.042621,1 0.631384,2 -0.967608,3 0.30569,4 -0.8985,5 -1,6 -0.171195,7 -0.196379,8 -0.402195,9 -0.449819,10 5}
{0 0.093392,1 0.465404,2 -0.960213,3 0.072807,4 -0.87956,5 -1,6 -0.339309,7 0.142408,8 -0.305736,9 -0.355018,10 5}
{0 -0.228123,1 0.467359,2 -0.969236,3 0.069835,4 -0.893727,5 -1,6 -0.568015,7 0.386503,8 -0.190493,9 -0.249021,10 5}
{0 0.190914,1 0.515625,2 -0.954027,3 0.147967,4 -0.902941,5 -1,6 -0.275434,7 -0.028817,8 -0.306511,9 -0.365824,10 5}
{0 -0.116642,1 0.498092,2 -0.951384,3 0.124738,4 -0.843769,5 -1,6 -0.478699,7 0.285223,8 -0.18443,9 -0.240559,10 5}
{0 0.037032,1 0.514985,2 -0.960293,3 0.143332,4 -0.880302,5 -1,6 -0.350493,7 0.120013,8 -0.278037,9 -0.32886,10 5}
{0 -0.36069,1 0.345522,2 -0.995302,3 -0.123349,4 -0.94489,5 -1,6 -0.788812,7 0.655941,8 0.011073,9 -0.101263,10 5}
{0 0.135326,1 0.522595,2 -0.945525,3 0.162939,4 -0.885873,5 -1,6 -0.289466,7 0.0042,8 -0.326528,9 -0.357709,10 5}
{0 0.010585,1 0.516589,2 -0.921386,3 0.168725,4 -0.887643,5 -1,6 -0.392664,7 0.129474,8 -0.258632,9 -0.29584,10 5}
{0 0.041582,1 0.393942,2 -0.920435,3 -0.001327,4 -0.896609,5 -1,6 -0.458107,7 0.291342,8 -0.231335,9 -0.281988,10 5}
{0 0.010128,1 0.392659,2 -0.925193,3 -0.006309,4 -0.887097,5 -1,6 -0.497755,7 0.325644,8 -0.19251,9 -0.261591,10 5}
{0 -0.077173,1 0.365318,2 -0.877825,3 -0.011339,4 -0.907965,5 -1,6 -0.506918,7 0.355473,8 -0.232244,9 -0.302764,10 5}
{0 -0.101851,1 0.323403,2 -0.817576,3 -0.024712,4 -0.902383,5 -1,6 -0.49889,7 0.384173,8 -0.227437,9 -0.293626,10 5}
{0 -0.114798,1 0.288501,2 -0.799329,3 -0.055883,4 -0.901042,5 -0.927293,6 -0.588535,7 0.482131,8 -0.100196,9 -0.163865,10 5}
{0 0.061957,1 0.462799,2 -0.888608,3 0.113783,4 -0.916351,5 -1,6 -0.369615,7 0.162285,8 -0.255266,9 -0.286806,10 5}
{0 0.070771,1 0.501804,2 -0.92029,3 0.148559,4 -0.921548,5 -1,6 -0.275429,7 -0.029512,8 -0.472266,9 -0.507603,10 5}
{0 0.062468,1 0.484891,2 -0.907581,3 0.132666,4 -0.918732,5 -1,6 -0.338456,7 0.139372,8 -0.264534,9 -0.289702,10 5}
{0 0.023739,1 0.465786,2 -0.869505,3 0.129518,4 -0.91501,5 -1,6 -0.367942,7 0.161001,8 -0.262817,9 -0.302238,10 5}
{0 0.191594,1 0.361761,2 -0.868959,3 -0.009972,4 -0.895321,5 -0.925946,6 -0.368266,7 0.198712,8 -0.260481,9 -0.284376,10 5}
{0 0.118759,1 0.518012,2 -0.938352,3 0.160637,4 -0.913034,5 -1,6 -0.213977,7 -0.030037,8 -0.398509,9 -0.430319,10 5}
{0 0.026196,1 0.606503,2 -0.90648,3 0.303014,4 -0.882176,5 -1,6 -0.189411,7 -0.124257,8 -0.349059,9 -0.383038,10 5}
{0 -0.00494,1 0.614293,2 -0.92186,3 0.305745,4 -0.890425,5 -1,6 -0.212242,7 -0.090383,8 -0.337746,9 -0.366231,10 5}
{0 0.059546,1 0.578996,2 -0.922674,3 0.255575,4 -0.893832,5 -1,6 -0.208409,7 -0.157207,8 -0.45695,9 -0.485024,10 5}
{0 0.174684,1 -0.025114,2 -0.680632,3 -0.291568,4 -0.941495,5 -0.384257,6 -0.62785,7 0.449617,8 -0.174217,9 -0.237307,10 6}
{0 -0.076011,1 0.127913,2 -0.82159,3 -0.267139,4 -0.923417,5 -0.481609,6 -0.686233,7 0.583407,8 -0.160928,9 -0.204364,10 6}
{0 -0.070334,1 0.035398,2 -0.774204,3 -0.323818,4 -0.936108,5 -0.581643,6 -0.715475,7 0.616722,8 -0.155079,9 -0.19385,10 6}
{0 -0.121672,1 0.112183,2 -0.721133,3 -0.199045,4 -0.931708,5 -0.358396,6 -0.679549,7 0.576587,8 -0.149232,9 -0.176786,10 6}
{0 -0.236172,1 0.110776,2 -0.771636,3 -0.242806,4 -0.9273,5 -0.443276,6 -0.733046,7 0.672971,8 -0.121062,9 -0.124578,10 6}
{0 -0.16464,1 0.237498,2 -0.780289,3 -0.104665,4 -0.926667,5 -0.534714,6 -0.60286,7 0.524529,8 -0.177615,9 -0.194778,10 6}
{0 -0.200795,1 0.229219,2 -0.752879,3 -0.09415,4 -0.925991,5 -0.550071,6 -0.652669,7 0.534746,8 -0.16322,9 -0.190283,10 6}
{0 -0.12702,1 0.100406,2 -0.637236,3 -0.143915,4 -0.931304,5 -0.48608,6 -0.634932,7 0.533526,8 -0.171875,9 -0.19741,10 6}
{0 -0.110015,1 0.087906,2 -0.7236,3 -0.226074,4 -0.935914,5 -0.173648,6 -0.677497,7 0.57167,8 -0.174821,9 -0.210693,10 6}
{0 -0.14353,1 0.083623,2 -0.819905,3 -0.315923,4 -0.929941,5 -0.62149,6 -0.726829,7 0.635956,8 -0.154549,9 -0.211709,10 6}
{0 -0.119552,1 0.020311,2 -0.810128,3 -0.374106,4 -0.937316,5 -0.472428,6 -0.731242,7 0.654744,8 -0.159279,9 -0.212386,10 6}
{0 -0.070273,1 0.017722,2 -0.736541,3 -0.305632,4 -0.937907,5 -0.35551,6 -0.69797,7 0.604593,8 -0.164938,9 -0.199111,10 6}
{0 -0.07743,1 -0.035944,2 -0.783989,3 -0.401241,4 -0.940993,5 -0.314161,6 -0.747381,7 0.669668,8 -0.124961,9 -0.168085,10 6}
{0 0.132566,1 -0.123104,2 -0.817559,3 -0.512266,4 -0.950895,5 -0.18538,6 -0.694455,7 0.626867,8 -0.108188,9 -0.14605,10 6}
{0 -0.121368,1 -0.103119,2 -0.893105,3 -0.594636,4 -0.946794,5 -0.421206,6 -0.8137,7 0.777271,8 -0.10532,9 -0.134991,10 6}
{0 -0.048257,1 -0.041317,2 -0.864463,3 -0.496298,4 -0.939578,5 -0.321446,6 -0.765692,7 0.694542,8 -0.112129,9 -0.174515,10 6}
{0 0.053633,1 -0.118334,2 -0.845774,3 -0.54375,4 -0.945917,5 -0.28359,6 -0.737555,7 0.663475,8 -0.123306,9 -0.179342,10 6}
{0 0.016346,1 -0.017469,2 -0.858016,3 -0.464251,4 -0.937024,5 -0.532425,6 -0.727386,7 0.638804,8 -0.144383,9 -0.203222,10 6}
{0 0.060075,1 -0.056901,2 -0.874513,3 -0.524377,4 -0.941022,5 -0.310238,6 -0.722583,7 0.626102,8 -0.175682,9 -0.237877,10 6}
{0 0.000603,1 -0.131948,2 -0.895836,3 -0.625126,4 -0.945468,5 -0.345399,6 -0.757184,7 0.680335,8 -0.189272,9 -0.259564,10 6}
{0 0.002356,1 0.002852,2 -0.872032,3 -0.458609,4 -0.937446,5 -0.696868,6 -0.718536,7 0.614146,8 -0.202179,9 -0.265923,10 6}
{0 0.049185,1 -0.057784,2 -0.843826,3 -0.487861,4 -0.943173,5 -0.230771,6 -0.710097,7 0.61484,8 -0.178531,9 -0.242047,10 6}
{0 -0.073503,1 -0.1292,2 -0.893862,3 -0.619755,4 -0.946272,5 -0.201798,6 -0.799472,7 0.77479,8 -0.086591,9 -0.114363,10 6}
{0 -0.037001,1 -0.08333,2 -0.835227,3 -0.500832,4 -0.944167,5 -0.470091,6 -0.740692,7 0.693869,8 -0.129952,9 -0.168932,10 6}
{0 -0.009325,1 -0.016127,2 -0.868346,3 -0.474753,4 -0.936542,5 -0.17137,6 -0.733457,7 0.651617,8 -0.144004,9 -0.211278,10 6}
{0 -0.006153,1 0.211563,2 -0.60307,3 -0.007488,4 -0.919484,5 -0.90793,6 -0.589104,7 0.396228,8 -0.102089,9 -0.150469,10 7}
{0 -0.021462,1 0.255427,2 -0.636175,3 0.017336,4 -0.920552,5 -0.796187,6 -0.577168,7 0.384196,8 -0.089294,9 -0.149364,10 7}
{0 0.14129,1 0.171897,2 -0.630806,3 -0.068104,4 -0.924406,5 -0.903065,6 -0.542889,7 0.323246,8 -0.14937,9 -0.216822,10 7}
{0 0.164769,1 0.098466,2 -0.549898,3 -0.081124,4 -0.943152,5 -0.830883,6 -0.555831,7 0.342352,8 -0.109346,9 -0.174477,10 7}
{0 0.113643,1 0.033917,2 -0.68669,3 -0.24642,4 -0.939729,5 -0.756674,6 -0.637393,7 0.446679,8 -0.20009,9 -0.259034,10 7}
{0 0.22001,1 0.130162,2 -0.672907,3 -0.142274,4 -0.931514,5 -0.889604,6 -0.568831,7 0.346468,8 -0.149168,9 -0.187939,10 7}
{0 0.28877,1 0.132767,2 -0.641482,3 -0.116705,4 -0.944666,5 -0.801278,6 -0.512674,7 0.233438,8 -0.213449,9 -0.26542,10 7}
{0 0.061108,1 0.202933,2 -0.655649,3 -0.053272,4 -0.924265,5 -0.897652,6 -0.575525,7 0.38822,8 -0.108986,9 -0.1649,10 7}
{0 0.06739,1 0.242288,2 -0.707251,3 -0.046123,4 -0.923146,5 -0.893539,6 -0.563714,7 0.35842,8 -0.144614,9 -0.202442,10 7}
{0 -0.014041,1 0.30245,2 -0.731629,3 0.007736,4 -0.917745,5 -0.897211,6 -0.563932,7 0.34648,8 -0.164857,9 -0.226351,10 7}
{0 -0.03758,1 0.311277,2 -0.74237,3 0.011222,4 -0.91563,5 -0.900645,6 -0.576747,7 0.352467,8 -0.17722,9 -0.233521,10 7}
{0 0.054599,1 0.243032,2 -0.666736,3 -0.017106,4 -0.922585,5 -0.894946,6 -0.562397,7 0.345959,8 -0.141362,9 -0.194689,10 7}
{0 -0.046229,1 0.243573,2 -0.721922,3 -0.054998,4 -0.922038,5 -0.896317,6 -0.62171,7 0.415275,8 -0.160559,9 -0.226841,10 7}
{0 0.091058,1 0.220739,2 -0.732433,3 -0.088904,4 -0.924706,5 -0.786136,6 -0.573483,7 0.373984,8 -0.165026,9 -0.211091,10 7}
{0 0.054646,1 0.19044,2 -0.738671,3 -0.12802,4 -0.925883,5 -0.790822,6 -0.615132,7 0.422324,8 -0.156591,9 -0.215143,10 7}
{0 -0.288582,1 0.344569,2 -0.979578,3 -0.11293,4 -0.942913,5 -1,6 -0.744068,7 0.613178,8 -0.034726,9 -0.124972,10 7}
{0 -0.08134,1 0.210259,2 -0.748859,3 -0.113035,4 -0.920387,5 -0.812235,6 -0.6558,7 0.484499,8 -0.152299,9 -0.210563,10 7}
{0 0.008802,1 0.227799,2 -0.766916,3 -0.106152,4 -0.922921,5 -0.79354,6 -0.633173,7 0.445515,8 -0.132688,9 -0.187881,10 7}
{0 -0.092327,1 0.307716,2 -0.643088,3 0.071755,4 -0.916067,5 -0.900228,6 -0.539723,7 0.33349,8 -0.171996,9 -0.222459,10 7}
{0 -0.010038,1 0.257481,2 -0.645711,3 0.013195,4 -0.922685,5 -0.892096,6 -0.580445,7 0.385146,8 -0.114345,9 -0.142711,10 7}
{0 0.228755,1 0.060072,2 -0.449317,3 -0.041862,4 -0.945777,5 -0.638695,6 -0.512527,7 0.255991,8 -0.158662,9 -0.192187,10 7}
{0 0.009342,1 0.257263,2 -0.615536,3 0.032956,4 -0.922001,5 -0.682047,6 -0.572286,7 0.327867,8 -0.150102,9 -0.19581,10 7}
{0 -0.069731,1 0.314544,2 -0.64656,3 0.077432,4 -0.914256,5 -0.903065,6 -0.558907,7 0.321,8 -0.171859,9 -0.213807,10 7}
{0 -0.009045,1 0.229745,2 -0.61254,3 0.004981,4 -0.929461,5 -0.875154,6 -0.570392,7 0.368145,8 -0.177839,9 -0.185937,10 7}
{0 -0.025337,1 0.320395,2 -0.664875,3 0.07262,4 -0.913261,5 -0.808468,6 -0.554836,7 0.303899,8 -0.163557,9 -0.208624,10 7}
{0 -0.026769,1 0.349209,2 -0.65554,3 0.11229,4 -0.910783,5 -0.904997,6 -0.518858,7 0.241536,8 -0.197704,9 -0.250785,10 7}
{0 -0.317789,1 0.698028,2 -0.887966,3 0.440729,4 -0.867325,5 -1,6 0.112766,7 -0.246727,8 -0.518572,9 -0.557467,10 8}
{0 -0.238887,1 0.704801,2 -0.851534,3 0.467719,4 -0.883445,5 -0.953428,6 0.022652,7 -0.282899,8 -0.444596,9 -0.470397,10 8}
{0 -0.297105,1 0.716419,2 -0.89094,3 0.465058,4 -0.882584,5 -0.906857,6 0.11614,7 -0.25571,8 -0.467201,9 -0.494617,10 8}
{0 -0.22503,1 0.685457,2 -0.889015,3 0.422547,4 -0.889654,5 -1,6 0.034074,7 -0.211776,8 -0.462005,9 -0.479832,10 8}
{0 -0.213547,1 0.678015,2 -0.871791,3 0.420625,4 -0.893728,5 -0.895411,6 0.051775,7 -0.21844,8 -0.465833,9 -0.48205,10 8}
{0 -0.373726,1 0.665362,2 -0.891096,3 0.393371,4 -0.891635,5 -1,6 -0.04923,7 -0.035878,8 -0.410812,9 -0.434753,10 8}
{0 -0.32886,1 0.659034,2 -0.888313,3 0.385871,4 -0.903416,5 -0.880173,6 0.017089,7 -0.060036,8 -0.441972,9 -0.45108,10 8}
{0 -0.304923,1 0.66859,2 -0.873725,3 0.40649,4 -0.905215,5 -0.875154,6 0.073529,7 -0.130586,8 -0.51001,9 -0.48132,10 8}
{0 -0.334561,1 0.667482,2 -0.89255,3 0.395584,4 -0.898529,5 -0.888567,6 0.009566,7 -0.079128,8 -0.433242,9 -0.460332,10 8}
{0 -0.358463,1 0.761469,2 -0.826844,3 0.557713,4 -0.880531,5 -0.905367,6 0.066759,7 -0.324851,8 -0.381586,9 -0.397865,10 8}
{0 -0.342589,1 0.704204,2 -0.860874,3 0.462362,4 -0.895952,5 -0.889092,6 0.115258,7 -0.22753,8 -0.477786,9 -0.504085,10 8}
{0 -0.255618,1 0.710512,2 -0.84907,3 0.476722,4 -0.902288,5 -0.876441,6 0.379146,7 -0.477793,8 -0.665138,9 -0.658765,10 8}
{0 -0.338408,1 0.754859,2 -0.857675,3 0.534441,4 -0.887067,5 -1,6 0.202455,7 -0.406132,8 -0.513256,9 -0.520559,10 8}
{0 -0.285315,1 0.71195,2 -0.875949,3 0.465936,4 -0.895471,5 -1,6 0.138675,7 -0.271304,8 -0.486258,9 -0.500677,10 8}
{0 -0.342995,1 0.751004,2 -0.845244,3 0.534757,4 -0.893359,5 -0.888567,6 0.182064,7 -0.354321,8 -0.472483,9 -0.472088,10 8}
{0 -0.158552,1 0.61722,2 -0.801306,3 0.372392,4 -0.907496,5 -0.876441,6 0.141048,7 -0.187781,8 -0.499676,9 -0.502218,10 8}
{0 -0.331094,1 0.613332,2 -0.896185,3 0.317982,4 -0.898271,5 -1,6 0.051966,7 0.01525,8 -0.476555,9 -0.490822,10 8}
{0 -0.341824,1 0.658641,2 -0.85846,3 0.400332,4 -0.89675,5 -0.892585,6 0.073367,7 -0.069875,8 -0.445675,9 -0.442756,10 8}
{0 -0.403849,1 0.698914,2 -0.890563,3 0.44065,4 -0.88993,5 -1,6 0.299422,7 -0.184038,8 -0.570589,9 -0.547409,10 8}
{0 -0.28354,1 0.660227,2 -0.835815,3 0.413763,4 -0.898978,5 -1,6 0.305966,7 -0.196718,8 -0.570101,9 -0.531288,10 8}
{0 -0.412477,1 0.649236,2 -0.835879,3 0.398652,4 -0.896778,5 -0.893539,6 0.034862,7 0.033476,8 -0.412657,9 -0.350631,10 8}
{0 -0.342999,1 0.679405,2 -0.870489,3 0.423191,4 -0.89601,5 -0.891607,6 -0.020012,7 -0.069313,8 -0.391327,9 -0.392125,10 8}
{0 -0.342321,1 0.681163,2 -0.881627,3 0.420155,4 -0.896493,5 -0.890618,6 0.097137,7 -0.07998,8 -0.426718,9 -0.412837,10 8}
{0 -0.287958,1 0.588623,2 -0.892017,3 0.285756,4 -0.899082,5 -1,6 0.133535,7 0.006946,8 -0.519296,9 -0.536168,10 8}
{0 -0.364548,1 0.536495,2 -0.865521,3 0.228388,4 -0.898718,5 -1,6 -0.023536,7 0.187739,8 -0.408953,9 -0.424139,10 8}
{0 -0.205272,1 0.663307,2 -0.924215,3 0.373743,4 -0.895574,5 -1,6 -0.15002,7 -0.101827,8 -0.391359,9 -0.431573,10 9}
{0 -0.244901,1 0.649404,2 -0.902208,3 0.365345,4 -0.901377,5 -1,6 -0.217859,7 -0.022047,8 -0.355777,9 -0.374403,10 9}
{0 -0.298738,1 0.74236,2 -0.918467,3 0.48848,4 -0.910275,5 -1,6 -0.078569,7 -0.263651,8 -0.45198,9 -0.450241,10 9}
{0 -0.27528,1 0.665823,2 -0.884659,3 0.397166,4 -0.908004,5 -1,6 -0.202591,7 -0.041421,8 -0.360291,9 -0.357994,10 9}
{0 -0.254589,1 0.66334,2 -0.815532,3 0.428035,4 -0.896741,5 -1,6 -0.145547,7 -0.119922,8 -0.378537,9 -0.378177,10 9}
{0 -0.825534,1 0.680985,2 -0.627942,3 0.539056,4 -0.936338,5 -1,6 -0.210613,7 0.116598,8 -0.124126,9 -0.120399,10 9}
{0 -0.16018,1 0.605405,2 -0.867272,3 0.322121,4 -0.912287,5 -0.866032,6 -0.281121,7 0.027879,8 -0.30982,9 -0.319226,10 9}
{0 -0.262742,1 0.575724,2 -0.838959,3 0.296344,4 -0.919685,5 -1,6 -0.291243,7 0.122969,8 -0.319962,9 -0.315434,10 9}
{0 -0.170127,1 0.475358,2 -0.894608,3 0.127329,4 -0.921123,5 -1,6 -0.392173,7 0.279242,8 -0.28318,9 -0.29528,10 9}
{0 -0.097716,1 0.488398,2 -0.860508,3 0.165563,4 -0.917828,5 -1,6 -0.374752,7 0.181411,8 -0.29301,9 -0.326433,10 9}
{0 -0.283794,1 0.535321,2 -0.837192,3 0.242501,4 -0.91615,5 -1,6 -0.306072,7 0.205486,8 -0.278681,9 -0.304573,10 9}
{0 -0.198673,1 0.451596,2 -0.881627,3 0.102761,4 -0.917897,5 -1,6 -0.453303,7 0.321165,8 -0.248654,9 -0.28848,10 9}
{0 -0.276731,1 0.485885,2 -0.877449,3 0.15212,4 -0.916755,5 -1,6 -0.422755,7 0.333283,8 -0.225212,9 -0.244256,10 9}
{0 -0.299767,1 0.459667,2 -0.858629,3 0.127765,4 -0.920957,5 -0.862157,6 -0.455245,7 0.379721,8 -0.196359,9 -0.21999,10 9}
{0 -0.121641,1 0.477705,2 -0.783266,3 0.196174,4 -0.923393,5 -0.700051,6 -0.284172,7 0.130259,8 -0.35828,9 -0.375474,10 9}
{0 -0.251746,1 0.459939,2 -0.804964,3 0.160209,4 -0.923743,5 -0.703771,6 -0.375023,7 0.327971,8 -0.218298,9 -0.219286,10 9}
{0 -0.162911,1 0.457987,2 -0.842594,3 0.135129,4 -0.925696,5 -1,6 -0.346698,7 0.283882,8 -0.255103,9 -0.266809,10 9}
{0 -0.274574,1 0.491148,2 -0.839833,3 0.181334,4 -0.92132,5 -0.85548,6 -0.355515,7 0.271303,8 -0.275891,9 -0.300046,10 9}
{0 -0.234958,1 0.653199,2 -0.913713,3 0.364746,4 -0.913875,5 -1,6 -0.213268,7 -0.044483,8 -0.392051,9 -0.398755,10 9}
{0 -0.266609,1 0.608767,2 -0.894939,3 0.312175,4 -0.91543,5 -1,6 -0.266794,7 0.103842,8 -0.302539,9 -0.316433,10 9}
{0 -0.039463,1 0.389207,2 -0.837556,3 0.046977,4 -0.924695,5 -0.861359,6 -0.429494,7 0.32739,8 -0.202319,9 -0.223219,10 9}
{0 -0.360872,1 0.584411,2 -0.891349,3 0.280174,4 -0.914445,5 -1,6 -0.305498,7 0.188174,8 -0.282685,9 -0.318278,10 9}
{0 -0.216362,1 0.504626,2 -0.859853,3 0.187881,4 -0.926094,5 -1,6 -0.262259,7 0.185645,8 -0.379703,9 -0.38627,10 9}
{0 -0.15757,1 0.442894,2 -0.885084,3 0.088721,4 -0.920197,5 -1,6 -0.42277,7 0.286455,8 -0.326512,9 -0.338801,10 9}
{0 -0.294472,1 0.652395,2 -0.84493,3 0.39846,4 -0.898596,5 -1,6 -0.215014,7 0.028191,8 -0.23549,9 -0.271749,10 9}
{0 -0.171846,1 0.478379,2 -0.849268,3 0.158605,4 -0.921452,5 -0.857209,6 -0.364486,7 0.284114,8 -0.221643,9 -0.232408,10 9}
{0 -0.408821,1 0.700706,2 -0.676392,3 0.544054,4 -0.884354,5 -0.906118,6 0.078736,7 0.017187,8 -0.194139,9 -0.048739,10 10}
{0 -0.413612,1 0.616487,2 -0.736401,3 0.404266,4 -0.884133,5 -0.913915,6 0.21847,7 0.126673,8 -0.334482,9 -0.198167,10 10}
{0 -0.414823,1 0.721322,2 -0.714519,3 0.554124,4 -0.871408,5 -0.918053,6 0.117585,7 -0.03195,8 -0.24833,9 -0.096575,10 10}
{0 -0.506657,1 0.73493,2 -0.714272,3 0.572435,4 -0.871515,5 -0.916908,6 0.168479,7 0.021672,8 -0.172351,9 -0.038391,10 10}
{0 -0.399109,1 0.70911,2 -0.732908,3 0.529369,4 -0.870299,5 -0.919984,6 0.399365,7 -0.108412,8 -0.364855,9 -0.242946,10 10}
{0 -0.370727,1 0.754973,2 -0.779538,3 0.570232,4 -0.856785,5 -1,6 0.206675,7 -0.122921,8 -0.260371,9 -0.146388,10 10}
{0 -0.35183,1 0.779499,2 -0.771583,3 0.607262,4 -0.859345,5 -1,6 0.203113,7 -0.177927,8 -0.233784,9 -0.111981,10 10}
{0 -0.372528,1 0.723167,2 -0.713543,3 0.557056,4 -0.866302,5 -1,6 0.353366,7 -0.054809,8 -0.257885,9 -0.091428,10 10}
{0 -0.436903,1 0.775309,2 -0.767901,3 0.603181,4 -0.854856,5 -1,6 0.244758,7 -0.142214,8 -0.265995,9 -0.137039,10 10}
{0 -0.196842,1 0.669903,2 -0.712912,3 0.486432,4 -0.87456,5 -0.919162,6 0.258877,7 -0.01841,8 -0.201688,9 -0.067016,10 10}
